Time_min,Temp_C,Mass_mg,Heat_Flow_mW
3.8375,115.0208,14.89524,-8.965205
3.845833,115.173,14.89512,-8.921838
3.854167,115.3278,14.89514,-8.877949
3.8625,115.4817,14.89509,-8.833974
3.870834,115.6383,14.89503,-8.790509
3.879166,115.7915,14.89511,-8.748031
3.8875,115.9478,14.89502,-8.70523
3.895833,116.1086,14.8951,-8.661841
3.904167,116.2631,14.89498,-8.619462
3.9125,116.4203,14.89504,-8.57718
3.920833,116.5761,14.89494,-8.534706
3.929166,116.7284,14.89495,-8.492758
3.9375,116.8835,14.89494,-8.451389
3.945834,117.0374,14.89485,-8.409981
3.954167,117.1983,14.89488,-8.367694
3.9625,117.3512,14.89471,-8.326256
3.970833,117.5088,14.89476,-8.284899
3.979167,117.664,14.89463,-8.244501
3.9875,117.8206,14.89467,-8.204007
3.995834,117.9743,14.89458,-8.164344
4.004166,118.1329,14.89456,-8.12437
4.0125,118.2883,14.89452,-8.084832
4.020834,118.4478,14.89442,-8.044944
4.029167,118.6048,14.89448,-8.005768
4.0375,118.7581,14.89432,-7.967089
4.045833,118.9181,14.89436,-7.928491
4.054167,119.0714,14.89423,-7.890216
4.0625,119.2303,14.8942,-7.851426
4.070833,119.3902,14.89412,-7.813006
4.079167,119.5495,14.89406,-7.77474
4.0875,119.7018,14.89403,-7.73754
4.095833,119.8622,14.89393,-7.699678
4.104166,120.0187,14.89389,-7.661964
4.1125,120.1791,14.89376,-7.624759
4.120834,120.3353,14.89378,-7.588362
4.129166,120.4973,14.89369,-7.551426
4.1375,120.6547,14.89369,-7.515449
4.145834,120.8147,14.89361,-7.479749
4.154167,120.9675,14.89351,-7.445545
4.1625,121.132,14.89346,-7.410043
4.170833,121.2905,14.89338,-7.375156
4.179167,121.4544,14.89338,-7.339844
4.1875,121.611,14.89334,-7.305961
4.195833,121.7702,14.89328,-7.272
4.204167,121.9299,14.8933,-7.237769
4.2125,122.093,14.89325,-7.203474
4.220833,122.254,14.8932,-7.169384
4.229166,122.4105,14.8932,-7.13583
4.2375,122.5675,14.89321,-7.102376
4.245834,122.7304,14.89324,-7.068494
4.254166,122.8905,14.89317,-7.035838
4.2625,123.0506,14.89312,-7.003849
